case,tech_id,year,bought_vehicles,exiting_vehicles,h_now,h_all
case_20251030_113213_var_var,0,2020,187.299908,31.38608,156.9304,312.844228
case_20251030_113213_var_var,0,2022,78.916738,31.38608,312.844228,360.374886
case_20251030_113213_var_var,0,2024,62.418421,31.38608,360.374886,391.407227
case_20251030_113213_var_var,0,2026,51.032762000000005,31.38608,391.407227,411.05390900000003
case_20251030_113213_var_var,0,2028,46.186396,31.38608,411.05390900000003,425.854225
case_20251030_113213_var_var,0,2030,122.36269399999999,187.299908,425.854225,360.917011
case_20251030_113213_var_var,0,2032,16.848743,78.916738,360.917011,298.849016
case_20251030_113213_var_var,0,2034,6.106268,62.418421,298.849016,242.536863
case_20251030_113213_var_var,0,2036,0.0,51.032762000000005,242.536863,191.504101
case_20251030_113213_var_var,0,2038,0.0,46.186396,191.504101,145.317705
case_20251030_113213_var_var,0,2040,82.818834,122.36269399999999,145.317705,105.773845
case_20251030_113213_var_var,0,2042,0.0,16.848743,105.773845,88.925102
case_20251030_113213_var_var,0,2044,0.0,6.106268,88.925102,82.818834
case_20251030_113213_var_var,0,2046,0.0,0.0,82.818834,82.818834
case_20251030_113213_var_var,0,2048,0.0,0.0,82.818834,82.818834
case_20251030_113213_var_var,0,2050,51.011496,82.818834,82.818834,51.011496
case_20251030_113213_var_var,0,2052,0.0,0.0,51.011496,51.011496
case_20251030_113213_var_var,0,2054,0.0,0.0,51.011496,51.011496
case_20251030_113213_var_var,0,2056,0.0,0.0,51.011496,51.011496
case_20251030_113213_var_var,0,2058,0.0,0.0,51.011496,51.011496
case_20251030_113213_var_var,0,2060,0.0,0.0,51.011496,51.011496
case_20251030_113213_var_var,1,2020,233.814829,0.0,0.0,233.814829
case_20251030_113213_var_var,1,2022,43.579184999999995,0.0,233.814829,277.394014
case_20251030_113213_var_var,1,2024,49.799751,0.0,277.394014,327.193765
case_20251030_113213_var_var,1,2026,56.075866,0.0,327.193765,383.269631
case_20251030_113213_var_var,1,2028,62.75755100000001,0.0,383.269631,446.027182
case_20251030_113213_var_var,1,2030,299.76069,233.814829,446.027182,511.973043
case_20251030_113213_var_var,1,2032,113.199981,43.579184999999995,511.973043,581.593839
case_20251030_113213_var_var,1,2034,53.063092,49.799751,581.593839,584.85718
case_20251030_113213_var_var,1,2036,57.832948,56.075866,584.85718,586.614262
case_20251030_113213_var_var,1,2038,63.049402,62.75755100000001,586.614262,586.906113
case_20251030_113213_var_var,1,2040,252.640238,299.76069,586.906113,539.785661
case_20251030_113213_var_var,1,2042,103.768917,113.199981,539.785661,530.354597
case_20251030_113213_var_var,1,2044,55.117781,53.063092,530.354597,532.409286
case_20251030_113213_var_var,1,2046,58.962499,57.832948,532.409286,533.5388370000001
case_20251030_113213_var_var,1,2048,63.240618999999995,63.049402,533.5388370000001,533.730054
case_20251030_113213_var_var,1,2050,221.226605,252.640238,533.730054,502.316421
case_20251030_113213_var_var,1,2052,97.380128,103.768917,502.316421,495.927632
case_20251030_113213_var_var,1,2054,56.530384,55.117781,495.927632,497.340235
case_20251030_113213_var_var,1,2056,59.749763,58.962499,497.340235,498.127499
case_20251030_113213_var_var,1,2058,63.375592,63.240618999999995,498.127499,498.262472
case_20251030_113213_var_var,1,2060,0.0,0.0,498.262472,498.262472
