case,tech_id,year,bought_vehicles,exiting_vehicles,h_now,h_all
case_20251028_091411_var_uni,0,2020,245866.285407,3284.37397,16421.86985,259003.781287
case_20251028_091411_var_uni,0,2022,31190.185351,3284.37397,259003.781287,286909.592668
case_20251028_091411_var_uni,0,2024,28979.988191,3284.37397,286909.592668,312605.206889
case_20251028_091411_var_uni,0,2026,28883.913472,3284.37397,312605.206889,338204.746391
case_20251028_091411_var_uni,0,2028,23775.254519,3284.37397,338204.746391,358695.62694
case_20251028_091411_var_uni,0,2030,208150.62619399998,245866.285407,358695.62694,320979.967727
case_20251028_091411_var_uni,0,2032,16984.801405,31190.185351,320979.967727,306774.583781
case_20251028_091411_var_uni,0,2034,16779.036852,28979.988191,306774.583781,294573.632442
case_20251028_091411_var_uni,0,2036,10451.513583,28883.913472,294573.632442,276141.232553
case_20251028_091411_var_uni,0,2038,10299.131528,23775.254519,276141.232553,262665.10956199997
case_20251028_091411_var_uni,0,2040,173951.289575,208150.62619399998,262665.10956199997,228465.772943
case_20251028_091411_var_uni,0,2042,4168.152675,16984.801405,228465.772943,215649.124213
case_20251028_091411_var_uni,0,2044,953.438318,16779.036852,215649.124213,199823.52567899998
case_20251028_091411_var_uni,0,2046,931.8734069999999,10451.513583,199823.52567899998,190303.885503
case_20251028_091411_var_uni,0,2048,0.0,10299.131528,190303.885503,180004.753975
case_20251028_091411_var_uni,0,2050,145118.416792,173951.289575,180004.753975,151171.881192
case_20251028_091411_var_uni,0,2052,0.0,4168.152675,151171.881192,147003.728517
case_20251028_091411_var_uni,0,2054,0.0,953.438318,147003.728517,146050.290199
case_20251028_091411_var_uni,0,2056,0.0,931.8734069999999,146050.290199,145118.416792
case_20251028_091411_var_uni,0,2058,0.0,0.0,145118.416792,145118.416792
case_20251028_091411_var_uni,0,2060,0.0,25172.668289,145118.416792,119945.748503
case_20251028_091411_var_uni,1,2020,4488.620332,0.0,0.0,4488.620332
case_20251028_091411_var_uni,1,2022,7714.233451,0.0,4488.620332,12202.853783
case_20251028_091411_var_uni,1,2024,10265.451031,0.0,12202.853783,22468.304814
case_20251028_091411_var_uni,1,2026,13079.823519,0.0,22468.304814,35548.128333
case_20251028_091411_var_uni,1,2028,21114.796889,0.0,35548.128333,56662.925222
case_20251028_091411_var_uni,1,2030,22463.284412,4488.620332,56662.925222,74637.589302
case_20251028_091411_var_uni,1,2032,31716.852491999998,7714.233451,74637.589302,98640.208343
case_20251028_091411_var_uni,1,2034,32639.515983,10265.451031,98640.208343,121014.273295
case_20251028_091411_var_uni,1,2036,40351.917185,13079.823519,121014.273295,148286.366961
case_20251028_091411_var_uni,1,2038,40483.449213,21114.796889,148286.366961,167655.019285
case_20251028_091411_var_uni,1,2040,47664.115138,22463.284412,167655.019285,192855.850011
case_20251028_091411_var_uni,1,2042,46939.566543,31716.852491999998,192855.850011,208078.564062
case_20251028_091411_var_uni,1,2044,50154.510546,32639.515983,208078.564062,225593.558625
case_20251028_091411_var_uni,1,2046,49283.603301,40351.917185,225593.558625,234525.244741
case_20251028_091411_var_uni,1,2048,49720.60104,40483.449213,234525.244741,243762.396568
case_20251028_091411_var_uni,1,2050,49382.539035,47664.115138,243762.396568,245480.820465
case_20251028_091411_var_uni,1,2052,48723.461867,46939.566543,245480.820465,247264.715789
case_20251028_091411_var_uni,1,2054,48368.102815,50154.510546,247264.715789,245478.308058
case_20251028_091411_var_uni,1,2056,47683.312289,49283.603301,245478.308058,243878.017046
case_20251028_091411_var_uni,1,2058,47280.871806,49720.60104,243878.017046,241438.287812
case_20251028_091411_var_uni,1,2060,23280.480719,26329.568019,241438.287812,238389.200512
