hour,NT_avg_price_EUR_per_MWh
117,80.35792169666593
118,79.90894384434603
119,71.18455967728795
120,70.21033805060691
121,67.2100585283582
122,66.04278584650967
123,66.04154306752973
124,66.04301627699603
125,66.04863681227783
126,68.8715588181004
127,75.86143559058523
128,72.44823238787399
129,66.03385897565465
130,66.0332221594171
131,66.0287014258415
132,66.03064886444338
133,66.03276885161794
134,66.10631913308838
135,80.72031555610425
136,80.7151144464998
137,80.71511444649983
138,80.71306208568555
139,78.73348410330104
140,77.67542757923462
141,76.71691610470236
142,69.22831363915077
143,68.59995458869153
144,68.03088294830911
145,63.53488803530563
146,63.53009593515033
147,63.489372098708856
148,63.48283455698675
149,63.512204037991175
150,66.09735670290246
151,66.10033366297007
152,66.0940062124169
153,60.71250191838127
154,60.7081404483255
155,60.70663196522363
156,60.68651218096805
157,60.70870205504155
158,63.495917645123995
159,77.64776973170835
160,77.71513750257344
161,77.71492029387412
162,77.71232357033975
163,73.71569605860725
164,74.26867208485523
165,69.26196679926973
166,67.40598565394225
167,66.0928319383473
168,67.2116045725333
169,65.82303004457663
170,65.77193968716392
171,66.08668638047978
172,68.73824629198188
173,73.8196579754392
174,78.35496621115283
175,78.35840587420192
176,78.35152146153504
177,69.12303111360517
178,64.74785670046973
179,64.70669314341748
180,64.70669314341743
181,64.71803004537777
182,78.25740130569436
183,83.06645866246262
184,83.06779426558735
185,83.06779426558735
186,83.0677942655873
187,83.06183045425725
188,83.0579070639978
189,80.35776468790083
190,79.89189637133788
191,74.52780442584307
192,78.8203988961373
193,68.64353057759082
194,68.62195222027248
195,68.61159443248019
196,69.10891245369677
197,79.91392207830759
198,81.0729018380019
199,81.6274317773458
200,81.63737241697122
201,72.54199188978205
202,68.60725959509088
203,68.60243282551055
204,68.60302585524303
205,68.61318669324007
206,74.0114395549787
207,83.0601252279614
208,83.06250463569327
209,83.06250463569324
210,83.05871927076265
211,83.04410126818598
212,80.17119606331272
213,79.89880578400715
214,74.51743787981786
215,69.88296968228947
216,70.46377256785055
217,69.57659105133985
218,70.45516894420882
219,70.45516894420885
220,71.55879463294384
221,79.05791141244845
222,81.0701282016326
223,81.52307313806033
224,81.62505999911734
225,70.6104914021584
226,68.55588151372581
227,68.53677352216909
228,68.53268944013105
229,68.5464058756427
230,69.1666726611947
231,83.0653584423578
232,83.06449329574406
233,83.0611394308373
234,83.05999588543543
235,83.05857285010741
236,81.06654864992315
237,79.89796079316362
238,78.9938070523202
239,69.88827392381796
240,68.61347135449563
241,68.60429561522467
242,68.60429561522467
243,69.9685801173449
244,71.55650128254734
245,79.05478311221728
246,81.06284010274214
247,81.63743177734577
248,82.052287084124
249,73.44863260903432
250,68.60092617685211
251,68.55639632527968
252,68.55236161966262
253,68.59719176712352
254,74.79984183409502
255,83.06562329462575
256,83.06436351924802
257,83.0610096543413
258,83.05925599957665
259,83.05741801874386
260,80.35213300434921
261,79.89315846202483
262,73.45794909731664
263,68.5946912769821
264,68.59338892745336
265,68.54677974407177
266,68.5446804861303
267,68.5446804861303
268,68.59706129249075
269,79.03411867853112
270,81.22734804356925
271,81.55300841383871
272,81.55169072580173
273,68.58549492289117
274,68.25008686882904
275,68.00824006968152
276,68.00824006968148
277,68.24253819583902
278,68.58549253862212
279,83.03989937011116
280,83.05386418334791
281,83.05386418334791
282,83.05025788571378
283,81.05052796938082
284,80.63092994036987
285,78.17056895554903
286,71.01074412175937
287,67.46338167696084
288,65.40867513590948
289,63.472403467376395
290,60.69789187270885
291,60.6944720430431
292,60.694105435924754
293,64.06521833514672
294,67.8887825234726
295,66.76932203425402
296,63.40086229995285
297,60.54176953290647
298,60.412710658292546
299,60.405414923081224
300,60.25083842345374
301,60.40787821315815
302,60.5590239722029
303,74.76579896543419
304,74.7795152306235
305,74.77951523062353
306,74.77033796160003
307,74.74985877088723
308,71.40480464869873
309,69.89480173112675
310,67.71834515447597
311,67.13019286921
312,67.12869849036488
313,63.38891996027401
314,63.38391996027397
315,62.02731007077436
316,61.363608232987524
317,63.39197338771777
318,68.34347352911834
319,68.72911311465383
320,68.3416750764154
321,60.556731913548695
322,60.437268600198976
323,60.43313477666665
324,60.41833429035928
325,60.434992957666545
326,60.558258369905126
327,75.2272512886334
328,75.24252582827837
329,75.24111038522813
330,75.24111038522804
331,75.23441321102645
332,74.31000342277687
333,74.3100034227769
334,68.94839866985929
335,68.92792393505837
336,533.8080864273408
337,533.8079194981475
338,533.8077907830602
339,533.8079194981477
340,533.8112557460213
341,630.8719870173716
342,638.2246505267353
343,638.2285446822655
344,638.227955300643
345,630.8680738894714
346,533.8062270521554
347,533.8041255918926
348,533.8025501311504
349,533.804729054538
350,633.1750539025802
351,651.7261231902366
352,653.5919569082575
353,653.5911745496896
354,653.5911745496896
355,651.7141877198342
356,638.2334254691859
357,633.190082376899
358,539.8643079163892
359,537.850610254214
360,534.9458525172367
361,534.9443793077702
362,534.9441051142417
363,534.9441051142419
364,534.9461055652517
365,633.1667034168092
366,638.227557232222
367,638.2303618330366
368,638.2269678505995
369,537.8513851698314
370,533.8049454254578
371,533.8026812485133
372,533.802209976908
373,533.8047204974561
374,600.1463476797728
375,651.7274636237528
376,653.5934151292511
377,653.5926327706809
378,653.5922221972385
379,653.5906838323142
380,651.0323526219843
381,638.2207192883072
382,581.2974688182878
383,539.8631090555764
384,539.3865498978028
385,539.3842372983752
386,539.3842372983752
387,539.3842572320452
388,576.7028099053207
389,637.8397850169699
390,639.7688621640934
391,645.7608357108477
392,645.749300902875
393,638.2196448822187
394,539.3873958054351
395,539.3810107009008
396,539.377312700901
397,539.3818471153056
398,635.9285571315074
399,651.7273919763122
400,651.7419897006238
401,651.7405795599087
402,651.7405795599087
403,645.7494369812475
404,639.7679821288734
405,600.1580495352365
406,539.8591759005081
407,537.8404723615563
408,534.1912457822536
409,534.1767392412515
410,534.1763921586353
411,534.1763921586353
412,534.183536550265
413,633.1342523539413
414,634.1370335430845
415,638.2193762560348
416,637.2058781634689
417,539.8665455085867
418,533.8035976066928
419,533.8035624735209
420,533.8035624735211
421,533.8035976066928
422,577.3598208957508
423,638.7491638258548
424,638.7557413834359
425,638.7549590248681
426,638.7537919715348
427,638.7470296349898
428,638.2193412980573
429,581.2913779026125
430,477.36091532607907
431,471.313131723324
432,471.3134059168528
433,471.3134059168525
434,471.31193879131047
435,471.31193879131047
436,471.3117707511942
437,517.9000071721631
438,556.8635089114705
439,564.3834171339132
440,558.8775417914512
441,515.8787607623398
442,471.30961914217903
443,471.3082866909295
444,471.30828669092926
445,471.30844424074235
446,471.31216887210405
447,560.8612494814753
448,564.3927173437268
449,564.3927173437268
450,564.3927173437268
451,564.3914687814345
452,564.3856334641073
453,559.3403938737027
454,517.9038142401496
455,471.29290175285075
456,471.28635418953917
457,471.2824409681407
458,471.2824409681404
459,471.28325355321317
460,471.28325355321317
461,471.2852844740742
462,471.29630564058107
463,471.30130564058084
464,471.29220732197047
465,471.2852894391495
466,471.2795654053936
467,471.2763419157353
468,471.27634191573526
469,471.2763419157353
470,471.28535064746995
471,511.8526850352031
472,556.8011084756583
473,556.8011084756583
474,556.8011084756583
475,550.5879685103088
476,549.7846332945409
477,549.7731124971157
478,511.84554951415714
479,471.2906838530442
480,471.2847261462604
481,471.2847036156189
482,471.2847036156189
483,471.2807903942202
484,471.2816029792929
485,471.2864839660351
486,471.28826431645143
487,511.84062253151137
488,471.28920526473246
489,471.2775366769996
490,471.27736931526687
491,471.2732742081596
492,471.2741458256083
493,471.2743131873413
494,471.27968782203493
495,511.84313396874364
496,556.8392393857308
497,556.8392393857308
498,556.8375888118109
499,556.8375888118109
500,540.9803828084687
501,471.3028240489208
502,471.299420957414
503,471.299549672501
504,471.299549672501
505,471.299549672501
506,471.299549672501
507,471.299549672501
508,511.84780993707557
509,633.3348423871623
510,638.7546645046423
511,638.7580331640872
512,638.7560800972147
513,633.3278028258044
514,534.2065431133575
515,534.1992893664604
516,534.1992893664604
517,534.199971936931
518,638.220186852237
519,655.3466997152727
520,659.239342805667
521,659.2385604470994
522,659.2385604470994
523,659.2381498736545
524,657.4675887488847
525,647.916100316404
526,638.2379752970207
527,638.2139980031408
528,638.2139980031408
529,638.2029895997807
530,619.1940010934907
531,638.2139980031408
532,638.2204752970208
533,648.44438477831
534,655.2351589798488
535,655.3466815865756
536,653.4854456060509
537,638.2152343891007
538,543.812930478632
539,543.805566403202
540,543.8056502534668
541,543.8084450737147
542,638.2324168137915
543,655.3467713627133
544,659.239342805667
545,659.2381498736545
546,659.2381498736545
547,659.2381498736545
548,653.5906838323142
549,638.750568206578
550,638.2223918487148
551,583.8943483046078
552,582.5633457913965
553,582.5591137913965
554,582.5591137913965
555,582.5691137913965
556,635.7690578190541
557,645.7516098912351
558,653.4443965003935
559,655.2489660478337
560,653.4507845320552
561,638.2560582202875
562,584.4690193160795
563,546.5669100495979
564,546.5669100495977
565,593.983920229522
566,638.756247364338
567,659.2388290314145
568,659.239342805667
569,659.2385604470994
570,659.2381498736545
571,659.2381498736547
572,657.4783450514058
573,645.7468592105645
574,638.228702697299
575,581.2985712159802
576,578.0097143473197
577,540.5097143473192
578,540.5094187030389
579,540.5120215798702
580,578.010463628886
581,638.231860833929
582,645.9945101655726
583,647.294642375382
584,645.990137473005
585,543.8135468138263
586,533.8024184413107
587,533.798038029317
588,533.79834859608
589,533.8027290080736
590,633.1843784425993
591,651.7381826505842
592,657.4848834163297
593,657.4828524954697
594,657.4828524954697
595,653.5926356460984
596,646.7048135507092
597,638.2214118707373
598,580.6585041475178
599,539.8599851449202
600,537.8562816059687
601,537.8558428564797
602,537.8558428564795
603,537.8558428564795
604,537.8626763532783
605,635.5113786722111
606,638.2278492797439
607,638.747505803894
608,638.227199243817
609,322.31548378458126
610,318.279915994475
611,318.2757261474899
612,318.27572614748965
613,318.2764026854197
614,318.2830840975895
615,404.05123348786447
616,407.471914450639
617,407.46941445063896
618,407.46191445063903
619,383.5912977482227
620,404.5899508025982
621,373.3942253163319
622,324.3413917112855
623,318.2878487732046
624,318.2823965668662
625,318.2759544264667
626,318.2719114285719
627,318.2720412050679
628,318.2720412050679
629,318.2795529867902
630,318.2996907208463
631,318.2939492072046
632,318.2759544264667
633,316.0978770318025
634,315.7063773176085
635,315.6962291527914
636,315.69717409120454
637,315.69899457067265
638,318.26058577348397
639,318.28087416592973
640,372.9853321749267
641,372.98488453574123
642,372.98328153447426
643,356.2299392687903
644,318.7478522160643
645,318.7292695248546
646,318.2820826114918
647,318.2806921886631
648,318.27828619375936
649,318.2760842029627
650,318.2720412050679
651,318.2720412050679
652,318.27217098156393
653,318.2760842029627
654,318.2783758062323
655,318.2802980076747
656,318.2760842029627
657,318.25810340984185
658,273.1686901314886
659,273.15628954477404
660,270.6908342476903
661,273.1613101314885
662,318.2475279769452
663,318.2759544264667
664,319.8096257278546
665,319.8146257278546
666,319.8096257278546
667,318.28729867522304
668,318.2839810221637
669,318.2804310186282
670,318.28043101862824
671,318.2758246499707
672,89.49734297363388
673,89.49734297363393
674,89.49734297363388
675,89.49757340412026
676,89.50919479782735
677,98.2450690599189
678,109.333696565376
679,109.87182983214275
680,109.334980513673
681,89.50463222822627
682,89.4875008370101
683,89.48333904767006
684,89.47863109519164
685,89.4871574770108
686,89.50136418028154
687,110.974445318229
688,122.890429772273
689,122.890429772273
690,122.890429772273
691,122.86379877311474
692,113.3266541414225
693,109.10111251184351
694,99.05135694053885
695,90.02551135701238
696,89.50387583320347
697,89.50387583320347
698,89.50387583320347
699,89.50387583320347
700,89.50290823276484
701,103.94756558517281
702,109.3309048613705
703,110.67078294666226
704,109.33479850619901
705,89.50138086612887
706,89.49479964370721
707,89.48934031447672
708,89.4888809852463
709,89.49434031447677
710,89.50463222822621
711,111.05421390593474
712,122.890429772273
713,122.890429772273
714,122.890429772273
715,122.890429772273
716,113.61336578101849
717,109.10304535000125
718,107.70473474218426
719,94.16468860723788
720,91.6224221051023
721,90.04066627758823
722,90.04031919497214
723,90.04257884742057
724,98.24512471801935
725,108.25633717563
726,109.33547751979074
727,111.11569465179649
728,109.33211527760425
729,86.2158552706328
730,81.81448435987511
731,81.60656990960639
732,81.60655657151716
733,81.60906219072243
734,84.30333778257511
735,103.44891086538826
736,106.91297597889276
737,106.91174732112201
738,106.91174732112201
739,104.34856451428075
740,103.66133950124201
741,93.09828955069783
742,87.04243081939731
743,87.02587919971512
744,86.18315105369558
745,85.6331754407243
746,85.17952110385203
747,85.17817136400416
748,85.73355595750456
749,95.66234324769381
750,101.38981904676953
751,103.33118384491988
752,98.82412475089218
753,83.44866367778548
754,80.39335126871012
755,80.37853120633292
756,80.37661823866422
757,80.37934916066081
758,83.21770688051687
759,93.68454253296738
760,106.12028209043265
761,104.7229991017914
762,102.82724120840089
763,102.82510781551926
764,102.42881894033937
765,96.31725233326216
766,87.63843850322758
767,87.03719398877502
768,87.01850458247215
769,86.14218255899522
770,84.34871660537804
771,85.02986885251882
772,85.73870747468494
773,92.90408702715888
774,99.42319121613113
775,100.39614866005559
776,96.01683700332703
777,81.3195728429413
778,78.26127276319544
779,78.24542107303955
780,78.25136141299495
781,78.25271616894833
782,81.09273002411379
783,90.305906439819
784,103.27684205862442
785,101.59717829342617
786,97.95352658059116
787,97.91829264402921
788,94.30277468230261
789,87.5621103822371
790,87.55829539480096
791,86.68946938637232
792,85.72290669785822
793,80.13089070659953
794,80.0570688427811
795,80.05195596045823
796,79.76741325914901
797,85.71753796888832
798,88.82875301572494
799,91.11735874389244
800,82.64922033348314
801,76.43337378904036
802,73.67551812927672
803,72.5717317725351
804,69.74050795026318
805,72.5719676788914
806,73.68181359221052
807,82.64772387555233
808,91.13012884224834
809,91.13012884224837
810,91.13012884224834
811,91.12326718972186
812,89.37533769770394
813,86.58714136826654
814,86.58062057084224
815,86.21573013967972
816,86.21285688354128
817,83.76054674004686
818,82.68135991481932
819,80.12795757886433
820,80.71143472228354
821,83.70233306204754
822,86.66506844417994
823,91.09359745003268
824,82.64225072239515
825,73.68386050061443
826,73.66945919556886
827,73.6622680362711
828,73.6600768769734
829,73.66418500204036
830,73.67780028316011
831,86.20950023513183
832,104.75988276610175
833,104.75988276610124
834,104.7598827661015
835,104.7598827661015
836,103.41247181898976
837,93.88848272320095
838,90.33624733491276
839,86.19037590814744
840,89.1115143191251
841,83.95242277848664
842,83.92827185306975
843,83.92211393778435
844,86.22192443301505
845,94.42390294180939
846,100.10749783497499
847,104.77018203728076
848,98.96382019507448
849,85.79736476808787
850,82.7336271755359
851,82.72465274581647
852,82.72362717553592
853,82.72465274581647
854,85.62936839996975
855,99.593531884989
856,109.3674066808905
857,109.37005104326799
858,109.37005104326825
859,109.35076863934924
860,109.34305417018349
861,107.70240496807774
862,98.23638429017993
863,90.01627388718275
864,89.04889762190976
865,89.04838737719295
866,89.04838737719295
867,89.04850373820011
868,97.71648459914032
869,105.56243082838199
870,108.868461818074
871,109.37110818780549
872,108.86441782957624
873,89.0431425755361
874,86.12872428051357
875,85.96320454844445
876,85.9623414090675
877,86.11872428051356
878,89.03840358154737
879,108.59055982213775
880,119.96596189286375
881,119.96596189286375
882,119.96596189286375
883,109.48203233981349
884,109.343614571421
885,107.70782043890374
886,98.23570775225015
887,89.051275897154
888,89.04378733438612
889,89.04378733438615
890,89.04378733438615
891,89.04378733438612
892,97.71131724866227
893,105.79879359215823
894,108.590353744494
895,108.8723084002685
896,108.58501690891275
897,86.2201457525258
898,83.31242386053614
899,83.30821309359807
900,83.30931947798688
901,83.3109339941159
902,85.41643680842188
903,98.1227555211233
904,106.17156617316799
905,106.16677486297024
906,106.16677486297024
907,106.05939298985975
908,105.57467206582051
909,91.83425087131315
910,87.5616265715638
911,87.02382383566245
912,86.18733210966383
913,83.71736690248912
914,83.71736690248912
915,84.6456665611927
916,85.73771033858152
917,94.67789513366642
918,100.5595387453616
919,100.21163257330643
920,93.12969051345831
921,80.12907995435403
922,79.56974416394023
923,76.6900434878951
924,76.6923164340886
925,76.698571473266
926,80.12463717474887
927,86.21831842962585
928,106.98545031186875
929,106.9850514224005
930,106.9850514224005
931,106.9779817644025
932,106.96794117431725
933,105.32738137629974
934,95.8603938749714
935,87.04745686547591
936,87.04680108900052
937,87.04796054107288
938,87.04796054107283
939,88.2989896423667
940,95.34095235984722
941,102.08226822020278
942,104.02465351029795
943,107.40075462494275
944,102.34503700742025
945,86.22514769589945
946,83.15119866775572
947,83.14727966341479
948,83.14686908996998
949,83.15321983071522
950,86.0717176199075
951,107.223649232402
952,119.9563522503175
953,119.9597309401705
954,119.9597309401705
955,119.9547309401705
956,112.16805398284124
957,108.583805376197
958,102.37369281504293
959,97.70158520230555
960,90.03469482216529
961,86.68780897873742
962,83.70279100602423
963,83.36577606960383
964,83.35093850050747
965,87.03116901067568
966,94.62976915922692
967,97.20627853281846
968,82.6443870187138
969,76.66488821010995
970,75.37503593031217
971,75.37337053623477
972,75.36837053623478
973,75.37498517274882
974,78.34736755755385
975,85.8011762491581
976,97.31371688731787
977,97.31371688731787
978,97.31371688731787
979,97.30923066157052
980,95.55204966068662
981,88.60403050120186
982,88.60293930193103
983,88.58529600704998
984,88.59644407163296
985,84.68963383634159
986,83.362145906062
987,83.34714590606195
988,83.34687171253347
989,88.59016623055393
990,88.59820824157094
991,92.68875296027628
992,82.63365889928838
993,75.3755277593506
994,75.3621685610016
995,71.43544153394575
996,71.43344231409398
997,71.43714266217023
998,75.37482363242867
999,82.64007669278672
1000,99.6308883667064
1001,99.63403662607308
1002,99.63403662607308
1003,99.63403662607308
1004,99.63088836670634
1005,99.6256434160721
1006,94.17828092261303
1007,88.60529126550438
1008,147.46540824559025
1009,147.46540824559025
1010,147.46540824559025
1011,147.4706018230535
1012,148.8663016588015
1013,166.408247065028
1014,168.39555056093275
1015,168.09330612075476
1016,166.487115284959
1017,121.56998679010343
1018,121.55475269398454
1019,121.55021202321501
1020,121.54990318251274
1021,121.55434888383806
1022,121.5661672695816
1023,151.1795009787165
1024,171.14162400312375
1025,181.68091493455725
1026,181.68091493455725
1027,181.67535256974125
1028,179.3511606901025
1029,168.07404356818574
1030,165.533570709541
1031,151.172671443269
1032,151.16242649263475
1033,151.16242649263475
1034,151.16242649263475
1035,151.16242649263475
1036,157.77787120523251
1037,169.66754016413574
1038,169.67281851130625
1039,169.96989245369176
1040,166.73237638252326
1041,147.45772953859975
1042,121.5619214830802
1043,121.55464311216116
1044,116.3272313446544
1045,121.55956584545797
1046,147.45945716582574
1047,167.44580961059077
1048,169.686692602716
1049,189.12494216643648
1050,189.120703293097
1051,169.6763331059715
1052,166.18090994644126
1053,165.53009842411677
1054,149.31437207642176
1055,147.46401712487025
1056,147.46399944486149
1057,147.46399944486126
1058,147.46399944486126
1059,147.46540824559025
1060,147.47803239089
1061,166.50168921582673
1062,168.06258329019676
1063,168.0923144309475
1064,161.6240093975765
1065,127.54753479329844
1066,121.55215724780908
1067,121.54846701842209
1068,121.54918816867001
1069,121.5523503659723
1070,127.55941897853322
1071,166.50800047158975
1072,169.030459763355
1073,169.030459763355
1074,169.030459763355
1075,169.027959763355
1076,168.3877500828655
1077,147.46812842640077
1078,146.12138719778375
1079,136.1172397367159
1080,121.56438748003961
1081,121.56438748003961
1082,121.56402101132512
1083,121.56402101132512
1084,121.56438748003961
1085,142.12731796677338
1086,143.63522661486334
1087,147.476328128818
1088,136.65526526725455
1089,111.05026675070185
1090,108.3292823603726
1091,107.84845016854045
1092,107.26437970638544
1093,108.32547934214811
1094,111.0462368018985
1095,112.97685585229901
1096,155.14357586993276
1097,161.36921319299972
1098,161.36699777260702
1099,155.14106840201828
1100,151.16577352889624
1101,146.13249905922373
1102,146.10906848979
1103,139.06663426516081
1104,124.50821465721822
1105,124.50773573225067
1106,124.50773573225072
1107,139.06663426516081
1108,146.11485469684652
1109,149.73337732272574
1110,155.14561778392948
1111,155.14280844598449
1112,149.26321122328073
1113,111.067832480915
1114,109.71217899259
1115,108.33794666088139
1116,108.33799541666687
1117,108.34293999128835
1118,111.06863530671339
1119,146.11638801546925
1120,166.98834048593974
1121,167.62579664231524
1122,167.62538606887026
1123,166.98542991249477
1124,155.15724883563826
1125,147.4593778063785
1126,146.102422003139
1127,125.74859345014428
1128,111.04723994148033
1129,111.04295175642504
1130,111.04248762520659
1131,111.04248762520659
1132,111.04295175642504
1133,111.0460355939286
1134,123.70471398018739
1135,123.71159209019302
1136,98.63920378666852
1137,95.90864121910468
1138,92.97460890018895
1139,92.97070961067081
1140,92.97070961067081
1141,92.97070961067081
1142,95.90803369733399
1143,111.0451082823559
1144,147.46087700398525
1145,147.46150200398526
1146,147.46150200398526
1147,147.46003901513777
1148,147.45128901513752
1149,147.43635790246802
1150,142.1102781522867
1151,136.0970727529953
1152,136.09707275299533
1153,136.0970727529953
1154,136.0943449402129
1155,136.0943449402129
1156,136.09599551413316
1157,136.09872332691558
1158,136.10395467985174
1159,136.10043587770764
1160,111.0390913906347
1161,95.90066142981249
1162,92.95851619274765
1163,92.95781258378881
1164,92.95752633349085
1165,92.95789224797363
1166,95.9052119903348
1167,111.04172277505464
1168,147.46215194525223
1169,151.15121022182524
1170,151.15121022182524
1171,151.15121022182524
1172,149.737382708361
1173,146.12679998671553
1174,142.12460419025214
1175,142.11913273786456
1176,144.48539699279686
1177,142.1191327378646
1178,142.11872216441958
1179,142.12136652679732
1180,147.46836969249426
1181,151.16965143492877
1182,165.59283176264472
1183,166.9956721685455
1184,151.1637645293015
1185,121.55801754922379
1186,121.55003325685882
1187,121.54606324780906
1188,121.54606324780906
1189,121.54866013658548
1190,121.55882397776224
1191,149.73504633572674
1192,169.0027481531145
1193,169.0052481531145
1194,169.0052481531145
1195,169.0027481531145
1196,168.36273371568325
1197,151.15024794060048
1198,146.1161705654315
1199,136.11558636877743
1200,121.56594279492025
1201,121.565712122631
1202,121.56571212263103
1203,121.56594279492025
1204,136.11558636877743
1205,147.47402357719426
1206,149.72690139912623
1207,149.34533645301175
1208,95.00294137057801
1209,94.96766849077557
1210,92.24718744995641
1211,90.70698746280664
1212,92.23660441759267
1213,92.24790493610107
1214,94.98039884971581
1215,124.36865053388377
1216,143.80947942674774
1217,146.624906610422
1218,146.62397675035075
1219,143.80600536113948
1220,129.44244499423723
1221,125.73301536814026
1222,120.38004179835934
1223,103.1609495331968
1224,103.1617486849461
1225,103.16172875127636
1226,103.16123844022935
1227,103.16125837389913
1228,114.38805075405648
1229,123.05570069958446
1230,125.73785337272625
1231,125.73590483819848
1232,97.7043182850512
1233,83.02393679560585
1234,82.43544775590692
1235,82.43073800097723
1236,82.4307380009772
1237,82.43731475693964
1238,82.92701294491143
1239,86.89834798662497
1240,105.4544343971455
1241,111.87043939410201
1242,105.49804624640275
1243,104.92750919840749
1244,99.2245860169842
1245,86.89133145182353
1246,86.88374108760678
1247,86.54679718262045
1248,85.27278892089691
1249,83.36881115298415
1250,83.36881115298416
1251,83.36890106214062
1252,86.8787410876068
1253,94.6437853197566
1254,98.50353434934104
1255,97.97991954758831
1256,86.45030260273319
1257,81.52252018405818
1258,81.14052157307032
1259,81.13224680652985
1260,81.13064897318903
1261,81.13989379092587
1262,81.43301341414185
1263,86.89520249503074
1264,102.9094099916976
1265,104.87792581709024
1266,104.38772075058824
1267,102.90861437126466
1268,102.49034999885976
1269,86.88992131111075
1270,86.57880910732014
1271,84.97402973140414
1272,84.97663407630515
1273,82.39671008952187
1274,82.27491304554208
1275,82.27760904554202
1276,84.97618249883323
1277,86.59808383356165
1278,97.0362405106487
1279,97.02433685540518
1280,86.44194459240722
1281,80.77411227976702
1282,80.77123548140378
1283,80.76921334613655
1284,80.76818453923727
1285,80.771171880444
1286,80.77544423312432
1287,86.44611177631784
1288,102.0203673518076
1289,103.9895813773385
1290,103.40420636143048
1291,102.01301292800319
1292,89.57129226944821
1293,86.4423841326187
1294,86.4375711369446
1295,84.82397984070143
1296,80.7754832489509
1297,80.77160648790267
1298,80.76668617090198
1299,80.76668617090195
1300,80.77163401466457
1301,80.77645183440227
1302,80.7793451873025
1303,80.77473281764728
1304,79.87372510784066
1305,73.52852188733087
1306,64.97517649272355
1307,52.141055040748924
1308,52.001154095182926
1309,53.08130154481056
1310,73.53560531547608
1311,80.77123093871002
1312,86.4305767382119
1313,87.58712822484047
1314,87.58712822484044
1315,87.58242027236206
1316,87.57742027236206
1317,81.80290775327492
1318,80.7754832489509
1319,80.77495040725337
1320,80.7727957612019
1321,80.77131590909377
1322,80.77057729668991
1323,80.77057729668991
1324,80.77111013838737
1325,80.77548324895088
1326,80.77548324895088
1327,80.76770342826515
1328,79.6490373389283
1329,69.21539519373017
1330,51.99614913766523
1331,51.982125988869974
1332,51.97907397527337
1333,51.989177472144874
1334,70.72847676600045
1335,80.77253853221865
1336,86.43229725505856
1337,87.58944122051457
1338,87.58944122051457
1339,87.58944122051457
1340,87.5847332680362
1341,86.43800546741005
1342,86.43000884166206
1343,81.80359805697843
1344,83.08663781418647
1345,80.90761486876153
1346,80.91058394790055
1347,80.92043107051659
1348,86.36110035409456
1349,87.27893722420002
1350,91.9916579477812
1351,90.17433804048913
1352,86.31989760768937
1353,73.47911647205795
1354,72.90503071889297
1355,72.64069508141455
1356,72.62858445554483
1357,72.66320568604885
1358,73.47590270992286
1359,81.21236895034262
1360,93.37122688970578
1361,100.45464400456135
1362,100.45423343111631
1363,96.3519714188455
1364,93.36585894589592
1365,87.27452776279108
1366,86.36061653383089
