CNTR_CODE,centroid_lat,centroid_lon
AT,47.49758083333333,12.122948749999999
DE,50.85660138327904,9.910105755459556
DK,55.984945,10.808499000000001
IT,43.49715140464799,12.370155093928002
NO,60.27055,8.9984675
SE,57.943909,15.509655
