path_id,path_length,total_driving_time,num_drivers,break_number,event_type,event_name,latest_node_idx,latest_geo_id,cumulative_distance,cumulative_driving_time,time_with_breaks,charging_type,id
684,1626.2602739726028,20.328253424657536,1,1,B,break,0,22,0.0,0.0,0.75,fast,1873
685,1808.9708737864078,22.612135922330097,1,1,B,break,0,22,0.0,0.0,0.75,fast,1877
686,1913.933673469388,23.92417091836735,1,1,B,break,0,22,0.0,0.0,0.75,fast,1882
687,2086.664804469274,26.083310055865923,1,1,B,break,0,22,0.0,0.0,0.75,fast,1887
688,2065.777777777778,25.822222222222223,1,1,B,break,0,22,0.0,0.0,0.75,fast,1892
689,1199.5111111111112,14.99388888888889,1,1,B,break,0,22,0.0,0.0,0.75,fast,1897
690,1144.923076923077,14.311538461538461,1,1,B,break,0,22,0.0,0.0,0.75,fast,1900
691,1851.1999999999998,23.139999999999997,1,1,B,break,0,22,0.0,0.0,0.75,fast,1903
692,2282.421052631579,28.53026315789474,1,1,B,break,0,22,0.0,0.0,0.75,fast,1908
693,1352.2727272727275,16.903409090909093,1,1,B,break,0,22,0.0,0.0,0.75,fast,1914
694,422.76636513518923,5.284579564189865,1,1,B,break,0,23,0.0,0.0,0.75,fast,1917
695,1102.7252747252746,13.784065934065932,1,1,B,break,0,23,0.0,0.0,0.75,fast,1918
696,983.0333333333333,12.287916666666666,1,1,B,break,0,23,0.0,0.0,0.75,fast,1921
697,1164.240506329114,14.553006329113924,1,1,B,break,0,23,0.0,0.0,0.75,fast,1923
698,1014.3859344475796,12.679824180594746,1,1,B,break,0,23,0.0,0.0,0.75,fast,1926
699,895.2058465286236,11.190073081607796,1,1,B,break,0,23,0.0,0.0,0.75,fast,1928
700,959.0170316301703,11.987712895377129,1,1,B,break,0,23,0.0,0.0,0.75,fast,1930
701,1123.6474978050921,14.045593722563652,1,1,B,break,0,23,0.0,0.0,0.75,fast,1932
702,1078.3178694158075,13.478973367697595,1,1,B,break,0,23,0.0,0.0,0.75,fast,1935
703,1159.4458272327965,14.493072840409956,1,1,B,break,0,23,0.0,0.0,0.75,fast,1937
704,1318.3610223642172,16.479512779552714,1,1,B,break,0,23,0.0,0.0,0.75,fast,1940
705,1482.229508196721,18.527868852459015,1,1,B,break,0,23,0.0,0.0,0.75,fast,1943
706,1463.320754716981,18.29150943396226,1,1,B,break,0,23,0.0,0.0,0.75,fast,1947
707,1557.9003906249998,19.473754882812496,1,1,B,break,0,23,0.0,0.0,0.75,fast,1951
708,1646.5483870967744,20.58185483870968,1,1,B,break,0,23,0.0,0.0,0.75,fast,1955
709,1702.3846153846155,21.279807692307692,1,1,B,break,0,23,0.0,0.0,0.75,fast,1959
710,1752.63184079602,21.90789800995025,1,1,B,break,0,23,0.0,0.0,0.75,fast,1963
711,1926.798611111111,24.08498263888889,1,1,B,break,0,23,0.0,0.0,0.75,fast,1967
712,1899.8367346938776,23.74795918367347,1,1,B,break,0,23,0.0,0.0,0.75,fast,1972
713,2146.0508474576272,26.82563559322034,1,1,B,break,0,23,0.0,0.0,0.75,fast,1977
714,1232.8831168831168,15.41103896103896,1,1,B,break,0,23,0.0,0.0,0.75,fast,1982
715,1409.525,17.619062500000002,1,1,B,break,0,23,0.0,0.0,0.75,fast,1985
716,1254.59375,15.682421875,1,1,B,break,0,23,0.0,0.0,0.75,fast,1988
717,1481.3235294117646,18.516544117647058,1,1,B,break,0,23,0.0,0.0,0.75,fast,1991
718,1307.124497991968,16.3390562248996,1,1,B,break,0,23,0.0,0.0,0.75,fast,1995
719,1170.3690773067333,14.629613466334167,1,1,B,break,0,23,0.0,0.0,0.75,fast,1998
720,992.0526315789473,12.400657894736842,1,1,B,break,0,23,0.0,0.0,0.75,fast,2001
721,723.6842696629213,9.046053370786517,1,1,B,break,3,22,42.59103055237924,0.5323878819047405,1.2823878819047405,fast,2003
722,1036.3345454545454,12.954181818181818,1,1,B,break,0,23,0.0,0.0,0.75,fast,2005
723,424.65114020945714,5.308139252618214,1,1,B,break,0,24,0.0,0.0,0.75,fast,2007
724,1129.8917759237186,14.123647199046482,1,1,B,break,0,24,0.0,0.0,0.75,fast,2008
725,991.1627906976745,12.38953488372093,1,1,B,break,0,24,0.0,0.0,0.75,fast,2011
726,1187.8906666666667,14.848633333333334,1,1,B,break,0,24,0.0,0.0,0.75,fast,2013
727,1046.306263220822,13.078828290260276,1,1,B,break,0,24,0.0,0.0,0.75,fast,2016
728,943.8465636654236,11.798082045817795,1,1,B,break,0,24,0.0,0.0,0.75,fast,2018
729,1008.0944386149002,12.601180482686253,1,1,B,break,0,24,0.0,0.0,0.75,fast,2020
730,1173.2206393904257,14.665257992380322,1,1,B,break,0,24,0.0,0.0,0.75,fast,2022
731,1133.0498652291105,14.163123315363881,1,1,B,break,0,24,0.0,0.0,0.75,fast,2025
732,1197.4692538945067,14.968365673681333,1,1,B,break,0,24,0.0,0.0,0.75,fast,2028
733,1341.2898052691867,16.766122565864833,1,1,B,break,0,24,0.0,0.0,0.75,fast,2031
734,1520.7749999999999,19.0096875,1,1,B,break,0,24,0.0,0.0,0.75,fast,2034
735,1507.7115384615383,18.846394230769228,1,1,B,break,0,24,0.0,0.0,0.75,fast,2038
736,1601.1729559748428,20.014661949685536,1,1,B,break,0,24,0.0,0.0,0.75,fast,2042
737,1684.1726804123712,21.05215850515464,1,1,B,break,0,24,0.0,0.0,0.75,fast,2046
738,1733.6829268292684,21.671036585365854,1,1,B,break,0,24,0.0,0.0,0.75,fast,2050
739,1795.2113821138212,22.440142276422765,1,1,B,break,0,24,0.0,0.0,0.75,fast,2054
740,1969.0429594272075,24.613036992840094,1,1,B,break,0,24,0.0,0.0,0.75,fast,2058
741,1942.606557377049,24.282581967213112,1,1,B,break,0,24,0.0,0.0,0.75,fast,2063
742,2161.6428571428573,27.020535714285717,1,1,B,break,0,24,0.0,0.0,0.75,fast,2068
743,1170.3155080213905,14.628943850267381,1,1,B,break,0,24,0.0,0.0,0.75,fast,2074
744,1350.3387096774193,16.87923387096774,1,1,B,break,0,24,0.0,0.0,0.75,fast,2077
745,1195.1954887218044,14.939943609022555,1,1,B,break,0,24,0.0,0.0,0.75,fast,2080
746,1424.654761904762,17.808184523809523,1,1,B,break,0,24,0.0,0.0,0.75,fast,2083
747,1247.912195121951,15.598902439024389,1,1,B,break,0,24,0.0,0.0,0.75,fast,2086
748,1119.4941724941725,13.993677156177156,1,1,B,break,0,24,0.0,0.0,0.75,fast,2089
749,929.4869325997249,11.61858665749656,1,1,B,break,0,24,0.0,0.0,0.75,fast,2092
750,660.6104720349067,8.257630900436334,1,1,B,break,0,24,0.0,0.0,0.75,fast,2094
751,972.8972565895642,12.161215707369553,1,1,B,break,0,24,0.0,0.0,0.75,fast,2095
752,431.0288310415422,5.387860388019278,1,1,B,break,0,25,0.0,0.0,0.75,fast,2097
753,1248.021555763824,15.600269447047799,1,1,B,break,0,25,0.0,0.0,0.75,fast,2098
754,1112.9411764705883,13.911764705882353,1,1,B,break,0,25,0.0,0.0,0.75,fast,2101
755,1309.4099378881988,16.367624223602483,1,1,B,break,0,25,0.0,0.0,0.75,fast,2104
756,1167.7004336513444,14.596255420641805,1,1,B,break,0,25,0.0,0.0,0.75,fast,2107
757,1058.2979482604817,13.228724353256021,1,1,B,break,0,25,0.0,0.0,0.75,fast,2110
758,1118.6951672862454,13.983689591078067,1,1,B,break,0,25,0.0,0.0,0.75,fast,2112
759,1282.1708586296616,16.027135732870768,1,1,B,break,0,25,0.0,0.0,0.75,fast,2115
760,1242.9835013748857,15.537293767186071,1,1,B,break,0,25,0.0,0.0,0.75,fast,2118
761,1315.77343358396,16.4471679197995,1,1,B,break,0,25,0.0,0.0,0.75,fast,2121
762,1457.2886363636362,18.216107954545453,1,1,B,break,0,25,0.0,0.0,0.75,fast,2124
763,1634.3064516129032,20.42883064516129,1,1,B,break,0,25,0.0,0.0,0.75,fast,2128
764,1627.579831932773,20.344747899159664,1,1,B,break,0,25,0.0,0.0,0.75,fast,2132
765,1723.074074074074,21.538425925925925,1,1,B,break,0,25,0.0,0.0,0.75,fast,2136
766,1806.9757575757576,22.58719696969697,1,1,B,break,0,25,0.0,0.0,0.75,fast,2140
767,1909.2297297297298,23.865371621621623,1,1,B,break,0,25,0.0,0.0,0.75,fast,2145
768,2078.2116182572613,25.977645228215767,1,1,B,break,0,25,0.0,0.0,0.75,fast,2150
769,2065.8275862068967,25.82284482758621,1,1,B,break,0,25,0.0,0.0,0.75,fast,2155
770,2270.722222222222,28.384027777777778,1,1,B,break,0,25,0.0,0.0,0.75,fast,2160
771,1106.5632183908046,13.832040229885058,1,1,B,break,0,25,0.0,0.0,0.75,fast,2166
772,1287.638888888889,16.09548611111111,1,1,B,break,0,25,0.0,0.0,0.75,fast,2169
773,1115.5600000000002,13.944500000000001,1,1,B,break,0,25,0.0,0.0,0.75,fast,2172
774,1417.2083333333333,17.715104166666666,1,1,B,break,0,25,0.0,0.0,0.75,fast,2175
775,1185.878676470588,14.82348345588235,1,1,B,break,0,25,0.0,0.0,0.75,fast,2178
776,1051.8131868131868,13.147664835164836,1,1,B,break,0,25,0.0,0.0,0.75,fast,2181
777,871.3937823834196,10.892422279792745,1,1,B,break,0,25,0.0,0.0,0.75,fast,2183
778,598.7834566240753,7.484793207800941,1,1,B,break,3,22,26.464961097316532,0.33081201371645663,1.0808120137164567,fast,2185
779,910.7853107344633,11.384816384180791,1,1,B,break,0,25,0.0,0.0,0.75,fast,2186
780,1889.9999999999998,23.624999999999996,1,1,B,break,0,25,0.0,0.0,0.75,fast,2188
781,509.05498225205713,6.363187278150714,1,1,B,break,0,26,0.0,0.0,0.75,fast,2193
782,1165.5420731707318,14.569275914634147,1,1,B,break,0,26,0.0,0.0,0.75,fast,2194
783,1235.2619047619046,15.440773809523808,1,1,B,break,0,26,0.0,0.0,0.75,fast,2197
784,1095.5897498178285,13.694871872722857,1,1,B,break,0,26,0.0,0.0,0.75,fast,2200
785,1052.8032166508988,13.160040208136234,1,1,B,break,0,26,0.0,0.0,0.75,fast,2203
786,1114.290838375108,13.92863547968885,1,1,B,break,0,26,0.0,0.0,0.75,fast,2205
787,1272.5316679640507,15.906645849550634,1,1,B,break,0,26,0.0,0.0,0.75,fast,2208
788,1238.0711250692775,15.475889063365969,1,1,B,break,0,26,0.0,0.0,0.75,fast,2211
789,1246.8822459374242,15.586028074217802,1,1,B,break,0,26,0.0,0.0,0.75,fast,2214
790,1383.5646778042958,17.294558472553696,1,1,B,break,0,26,0.0,0.0,0.75,fast,2217
791,1644.7642333216907,20.559552916521135,1,1,B,break,0,26,0.0,0.0,0.75,fast,2220
792,1841.4562631210633,23.018203289013293,1,1,B,break,0,26,0.0,0.0,0.75,fast,2224
793,2017.7509960159364,25.221887450199205,1,1,B,break,0,26,0.0,0.0,0.75,fast,2229
794,1229.6850678733033,15.37106334841629,1,1,B,break,0,26,0.0,0.0,0.75,fast,2234
795,1308.7728136882129,16.35966017110266,1,1,B,break,0,26,0.0,0.0,0.75,fast,2237
796,1184.1688918558077,14.802111148197596,1,1,B,break,0,26,0.0,0.0,0.75,fast,2240
797,994.1193595342068,12.426491994177585,1,1,B,break,0,26,0.0,0.0,0.75,fast,2243
798,719.738973706531,8.996737171331638,1,1,B,break,0,26,0.0,0.0,0.75,fast,2245
799,1033.8627508854784,12.92328438606848,1,1,B,break,0,26,0.0,0.0,0.75,fast,2246
800,1562.6270718232045,19.532838397790055,1,1,B,break,0,26,0.0,0.0,0.75,fast,2248
801,1551.977077363897,19.399713467048713,1,1,B,break,0,26,0.0,0.0,0.75,fast,2252
802,1730.1777003484324,21.627221254355405,1,1,B,break,0,26,0.0,0.0,0.75,fast,2256
803,1988.688,24.858600000000003,1,1,B,break,0,26,0.0,0.0,0.75,fast,2260
804,2191.0522388059703,27.38815298507463,1,1,B,break,0,26,0.0,0.0,0.75,fast,2265
805,1411.2897959183672,17.64112244897959,1,1,B,break,0,26,0.0,0.0,0.75,fast,2271
806,1251.642857142857,15.645535714285714,1,1,B,break,0,26,0.0,0.0,0.75,fast,2274
807,1484.2108843537414,18.552636054421768,1,1,B,break,0,26,0.0,0.0,0.75,fast,2277
808,1011.2107843137256,12.64013480392157,1,1,B,break,0,26,0.0,0.0,0.75,fast,2281
809,1773.0,22.1625,1,1,B,break,0,26,0.0,0.0,0.75,fast,2283
810,542.3751147048334,6.779688933810418,1,1,B,break,0,27,0.0,0.0,0.75,fast,2287
811,1009.8615294059939,12.623269117574925,1,1,B,break,0,27,0.0,0.0,0.75,fast,2288
812,859.8365853658537,10.74795731707317,1,1,B,break,0,27,0.0,0.0,0.75,fast,2290
813,1093.2374645222328,13.66546830652791,1,1,B,break,0,27,0.0,0.0,0.75,fast,2292
814,948.8108191597616,11.860135239497021,1,1,B,break,0,27,0.0,0.0,0.75,fast,2295
815,919.3805321053977,11.492256651317472,1,1,B,break,0,27,0.0,0.0,0.75,fast,2297
816,978.4911136107986,12.231138920134983,1,1,B,break,0,27,0.0,0.0,0.75,fast,2299
817,1131.7604488180398,14.147005610225497,1,1,B,break,0,27,0.0,0.0,0.75,fast,2301
818,1115.4769067592324,13.943461334490404,1,1,B,break,0,27,0.0,0.0,0.75,fast,2304
819,1100.1315757649052,13.751644697061314,1,1,B,break,0,27,0.0,0.0,0.75,fast,2307
820,1246.5780429594272,15.58222553699284,1,1,B,break,0,27,0.0,0.0,0.75,fast,2310
821,1423.2852153667056,17.79106519208382,1,1,B,break,0,27,0.0,0.0,0.75,fast,2313
822,1407.8356164383563,17.597945205479455,1,1,B,break,0,27,0.0,0.0,0.75,fast,2316
823,1507.428079710145,18.842850996376814,1,1,B,break,0,27,0.0,0.0,0.75,fast,2319
824,1586.8445400753094,19.835556750941368,1,1,B,break,0,27,0.0,0.0,0.75,fast,2323
825,1642.8333333333335,20.53541666666667,1,1,B,break,0,27,0.0,0.0,0.75,fast,2327
826,1698.0806896551726,21.226008620689658,1,1,B,break,0,27,0.0,0.0,0.75,fast,2331
827,1874.152740819585,23.426909260244813,1,1,B,break,0,27,0.0,0.0,0.75,fast,2335
828,1842.952247191011,23.036903089887637,1,1,B,break,0,27,0.0,0.0,0.75,fast,2340
829,2058.3381877022657,25.72922734627832,1,1,B,break,0,27,0.0,0.0,0.75,fast,2345
830,1414.7541270635318,17.684426588294148,1,1,B,break,0,27,0.0,0.0,0.75,fast,2350
831,1595.6496350364962,19.9456204379562,1,1,B,break,0,27,0.0,0.0,0.75,fast,2353
832,1426.0220713073004,17.825275891341256,1,1,B,break,0,27,0.0,0.0,0.75,fast,2357
833,1687.9506172839508,21.099382716049384,1,1,B,break,0,27,0.0,0.0,0.75,fast,2360
834,1490.0093023255815,18.62511627906977,1,1,B,break,0,27,0.0,0.0,0.75,fast,2364
835,1364.9005736137667,17.061257170172084,1,1,B,break,0,27,0.0,0.0,0.75,fast,2368
836,1171.6569795140542,14.645712243925677,1,1,B,break,0,27,0.0,0.0,0.75,fast,2371
837,903.5789874381423,11.294737342976779,1,1,B,break,0,27,0.0,0.0,0.75,fast,2374
838,1216.743178717599,15.209289733969987,1,1,B,break,0,27,0.0,0.0,0.75,fast,2376
839,535.0964237671476,6.688705297089345,1,1,B,break,0,28,0.0,0.0,0.75,fast,2379
840,940.6979382972412,11.758724228715515,1,1,B,break,0,28,0.0,0.0,0.75,fast,2380
841,788.3175675675676,9.853969594594595,1,1,B,break,0,28,0.0,0.0,0.75,fast,2382
842,1020.9364820846905,12.761706026058631,1,1,B,break,0,28,0.0,0.0,0.75,fast,2384
843,878.2770514109922,10.978463142637402,1,1,B,break,0,28,0.0,0.0,0.75,fast,2386
844,858.4682917162108,10.730853646452635,1,1,B,break,0,28,0.0,0.0,0.75,fast,2388
845,920.3335443037975,11.504169303797468,1,1,B,break,0,28,0.0,0.0,0.75,fast,2390
846,1064.9158938466023,13.311448673082529,1,1,B,break,0,28,0.0,0.0,0.75,fast,2392
847,1062.9934996020165,13.287418745025207,1,1,B,break,0,28,0.0,0.0,0.75,fast,2394
848,1029.9903467297086,12.874879334121356,1,1,B,break,0,28,0.0,0.0,0.75,fast,2396
849,1177.7864768683273,14.72233096085409,1,1,B,break,0,28,0.0,0.0,0.75,fast,2398
850,1359.8664122137404,16.998330152671755,1,1,B,break,0,28,0.0,0.0,0.75,fast,2401
851,1340.5526057030481,16.756907571288103,1,1,B,break,0,28,0.0,0.0,0.75,fast,2404
852,1438.4848803576124,17.981061004470156,1,1,B,break,0,28,0.0,0.0,0.75,fast,2407
853,1518.5473953885569,18.98184244235696,1,1,B,break,0,28,0.0,0.0,0.75,fast,2410
854,1577.0000000000002,19.712500000000002,1,1,B,break,0,28,0.0,0.0,0.75,fast,2414
855,1629.6311288483469,20.370389110604336,1,1,B,break,0,28,0.0,0.0,0.75,fast,2418
856,1806.1538461538464,22.57692307692308,1,1,B,break,0,28,0.0,0.0,0.75,fast,2422
857,1778.6630901287554,22.233288626609443,1,1,B,break,0,28,0.0,0.0,0.75,fast,2427
858,1997.9634146341464,24.97454268292683,1,1,B,break,0,28,0.0,0.0,0.75,fast,2431
859,1456.6125532739247,18.20765691592406,1,1,B,break,0,28,0.0,0.0,0.75,fast,2436
860,1635.669642857143,20.445870535714285,1,1,B,break,0,28,0.0,0.0,0.75,fast,2440
861,1479.4892307692307,18.493615384615385,1,1,B,break,0,28,0.0,0.0,0.75,fast,2444
862,1726.6303317535546,21.58287914691943,1,1,B,break,0,28,0.0,0.0,0.75,fast,2448
863,1535.7625,19.197031250000002,1,1,B,break,0,28,0.0,0.0,0.75,fast,2452
864,1407.541733979537,17.594271674744213,1,1,B,break,0,28,0.0,0.0,0.75,fast,2456
865,1217.38026013772,15.217253251721498,1,1,B,break,0,28,0.0,0.0,0.75,fast,2459
866,948.190437102401,11.852380463780012,1,1,B,break,0,28,0.0,0.0,0.75,fast,2462
867,1264.705781479667,15.808822268495836,1,1,B,break,0,28,0.0,0.0,0.75,fast,2464
868,519.3288831463233,6.491611039329041,1,1,B,break,0,29,0.0,0.0,0.75,fast,2467
869,1063.1145374449338,13.288931718061672,1,1,B,break,0,29,0.0,0.0,0.75,fast,2468
870,912.8376623376624,11.41047077922078,1,1,B,break,0,29,0.0,0.0,0.75,fast,2470
871,1139.1229868228404,14.239037335285506,1,1,B,break,0,29,0.0,0.0,0.75,fast,2472
872,995.5595057446346,12.444493821807933,1,1,B,break,0,29,0.0,0.0,0.75,fast,2475
873,955.6024728362682,11.945030910453353,1,1,B,break,0,29,0.0,0.0,0.75,fast,2477
874,1015.0239018087855,12.687798772609819,1,1,B,break,0,29,0.0,0.0,0.75,fast,2479
875,1179.1309829059828,14.739137286324786,1,1,B,break,0,29,0.0,0.0,0.75,fast,2481
876,1143.7357041251778,14.296696301564722,1,1,B,break,0,29,0.0,0.0,0.75,fast,2484
877,1147.209390862944,14.340117385786801,1,1,B,break,0,29,0.0,0.0,0.75,fast,2487
878,1297.6017943409247,16.220022429261558,1,1,B,break,0,29,0.0,0.0,0.75,fast,2490
879,1475.2022900763359,18.4400286259542,1,1,B,break,0,29,0.0,0.0,0.75,fast,2493
880,1459.5327868852457,18.24415983606557,1,1,B,break,0,29,0.0,0.0,0.75,fast,2497
881,1556.124,19.45155,1,1,B,break,0,29,0.0,0.0,0.75,fast,2501
882,1635.0519083969464,20.43814885496183,1,1,B,break,0,29,0.0,0.0,0.75,fast,2505
883,1746.0953326713009,21.82619165839126,1,1,B,break,0,29,0.0,0.0,0.75,fast,2509
884,1924.3316582914572,24.054145728643213,1,1,B,break,0,29,0.0,0.0,0.75,fast,2513
885,1889.6185185185184,23.62023148148148,1,1,B,break,0,29,0.0,0.0,0.75,fast,2518
886,2112.448275862069,26.405603448275862,1,1,B,break,0,29,0.0,0.0,0.75,fast,2523
887,1324.854418308964,16.560680228862047,1,1,B,break,0,29,0.0,0.0,0.75,fast,2528
888,1504.1951219512196,18.802439024390246,1,1,B,break,0,29,0.0,0.0,0.75,fast,2531
889,1345.580808080808,16.8197601010101,1,1,B,break,0,29,0.0,0.0,0.75,fast,2535
890,1608.976377952756,20.112204724409448,1,1,B,break,0,29,0.0,0.0,0.75,fast,2538
891,1395.764350453172,17.44705438066465,1,1,B,break,0,29,0.0,0.0,0.75,fast,2542
892,1275.5171755725191,15.94396469465649,1,1,B,break,0,29,0.0,0.0,0.75,fast,2545
893,1079.6025806451614,13.495032258064517,1,1,B,break,0,29,0.0,0.0,0.75,fast,2548
894,810.2235621521336,10.12779452690167,1,1,B,break,0,29,0.0,0.0,0.75,fast,2550
895,1124.4976585781183,14.056220732226478,1,1,B,break,0,29,0.0,0.0,0.75,fast,2552
896,1689.9253731343283,21.124067164179102,1,1,B,break,0,29,0.0,0.0,0.75,fast,2555
897,476.2485727655591,5.953107159569489,1,1,B,break,0,30,0.0,0.0,0.75,fast,2559
898,1083.2238470191228,13.540298087739036,1,1,B,break,0,30,0.0,0.0,0.75,fast,2560
899,940.8288288288289,11.760360360360362,1,1,B,break,0,30,0.0,0.0,0.75,fast,2563
900,1138.0658823529411,14.225823529411764,1,1,B,break,0,30,0.0,0.0,0.75,fast,2565
901,991.1953831508805,12.389942289386006,1,1,B,break,0,30,0.0,0.0,0.75,fast,2568
902,888.0334665334666,11.100418331668333,1,1,B,break,0,30,0.0,0.0,0.75,fast,2570
903,949.3525480367585,11.866906850459483,1,1,B,break,0,30,0.0,0.0,0.75,fast,2572
904,1124.6301409260857,14.057876761576072,1,1,B,break,0,30,0.0,0.0,0.75,fast,2574
905,1080.7799709724238,13.509749637155299,1,1,B,break,0,30,0.0,0.0,0.75,fast,2577
906,1146.4928075396824,14.33116009424603,1,1,B,break,0,30,0.0,0.0,0.75,fast,2580
907,1295.3287937743191,16.19160992217899,1,1,B,break,0,30,0.0,0.0,0.75,fast,2583
908,1472.9589041095892,18.411986301369865,1,1,B,break,0,30,0.0,0.0,0.75,fast,2586
909,1451.2291666666667,18.140364583333334,1,1,B,break,0,30,0.0,0.0,0.75,fast,2590
910,1543.995475113122,19.299943438914024,1,1,B,break,0,30,0.0,0.0,0.75,fast,2594
911,1636.5138592750534,20.456423240938168,1,1,B,break,0,30,0.0,0.0,0.75,fast,2598
912,1704.4791666666667,21.305989583333336,1,1,B,break,0,30,0.0,0.0,0.75,fast,2602
913,1746.9380165289258,21.836725206611572,1,1,B,break,0,30,0.0,0.0,0.75,fast,2606
914,1918.7748184019372,23.984685230024215,1,1,B,break,0,30,0.0,0.0,0.75,fast,2610
915,1901.8493975903614,23.773117469879516,1,1,B,break,0,30,0.0,0.0,0.75,fast,2615
916,2103.6111111111113,26.295138888888893,1,1,B,break,0,30,0.0,0.0,0.75,fast,2620
917,1262.812324929972,15.785154061624649,1,1,B,break,0,30,0.0,0.0,0.75,fast,2625
918,1447.7866666666669,18.097333333333335,1,1,B,break,0,30,0.0,0.0,0.75,fast,2628
919,1284.4788732394366,16.055985915492958,1,1,B,break,0,30,0.0,0.0,0.75,fast,2632
920,1524.3,19.05375,1,1,B,break,0,30,0.0,0.0,0.75,fast,2635
921,1340.1405940594059,16.751757425742575,1,1,B,break,0,30,0.0,0.0,0.75,fast,2639
922,1212.5259467040673,15.156574333800842,1,1,B,break,0,30,0.0,0.0,0.75,fast,2642
923,1019.6338259441708,12.745422824302135,1,1,B,break,0,30,0.0,0.0,0.75,fast,2645
924,755.3123993558777,9.44140499194847,1,1,B,break,0,30,0.0,0.0,0.75,fast,2647
925,1069.7234332425069,13.371542915531336,1,1,B,break,0,30,0.0,0.0,0.75,fast,2649
926,509.75032954261496,6.371879119282687,1,1,B,break,0,31,0.0,0.0,0.75,fast,2651
927,1003.8591353877611,12.548239192347014,1,1,B,break,0,31,0.0,0.0,0.75,fast,2652
928,858.015503875969,10.725193798449613,1,1,B,break,0,31,0.0,0.0,0.75,fast,2654
929,1082.5549363057326,13.531936703821657,1,1,B,break,0,31,0.0,0.0,0.75,fast,2656
930,930.6842695267528,11.63355336908441,1,1,B,break,0,31,0.0,0.0,0.75,fast,2659
931,882.0535506402794,11.025669383003493,1,1,B,break,0,31,0.0,0.0,0.75,fast,2661
932,944.5075566750628,11.806344458438286,1,1,B,break,0,31,0.0,0.0,0.75,fast,2663
933,1110.5190121520973,13.881487651901216,1,1,B,break,0,31,0.0,0.0,0.75,fast,2665
934,1068.3942528735633,13.354928160919542,1,1,B,break,0,31,0.0,0.0,0.75,fast,2668
935,1086.2127213664467,13.577659017080583,1,1,B,break,0,31,0.0,0.0,0.75,fast,2670
936,1244.3055193394175,15.55381899174272,1,1,B,break,0,31,0.0,0.0,0.75,fast,2673
937,1410.5274193548387,17.631592741935485,1,1,B,break,0,31,0.0,0.0,0.75,fast,2676
938,1395.3491124260356,17.441863905325445,1,1,B,break,0,31,0.0,0.0,0.75,fast,2679
939,1479.1225842076203,18.489032302595255,1,1,B,break,0,31,0.0,0.0,0.75,fast,2682
940,1573.406332453826,19.667579155672826,1,1,B,break,0,31,0.0,0.0,0.75,fast,2686
941,1628.9357142857143,20.361696428571427,1,1,B,break,0,31,0.0,0.0,0.75,fast,2690
942,1688.8543165467624,21.11067895683453,1,1,B,break,0,31,0.0,0.0,0.75,fast,2694
943,1870.0608793686583,23.37576099210823,1,1,B,break,0,31,0.0,0.0,0.75,fast,2698
944,1839.0654911838792,22.98831863979849,1,1,B,break,0,31,0.0,0.0,0.75,fast,2703
945,2057.3451086956525,25.716813858695655,1,1,B,break,0,31,0.0,0.0,0.75,fast,2708
946,1366.5634541984732,17.082043177480916,1,1,B,break,0,31,0.0,0.0,0.75,fast,2713
947,1543.2166666666667,19.290208333333332,1,1,B,break,0,31,0.0,0.0,0.75,fast,2716
948,1375.8171745152354,17.19771468144044,1,1,B,break,0,31,0.0,0.0,0.75,fast,2720
949,1635.162393162393,20.439529914529913,1,1,B,break,0,31,0.0,0.0,0.75,fast,2723
950,1441.703896103896,18.0212987012987,1,1,B,break,0,31,0.0,0.0,0.75,fast,2727
951,1318.6093906093906,16.482617382617384,1,1,B,break,0,31,0.0,0.0,0.75,fast,2731
952,1122.722633744856,14.0340329218107,1,1,B,break,0,31,0.0,0.0,0.75,fast,2734
953,853.9789529071297,10.67473691133912,1,1,B,break,0,31,0.0,0.0,0.75,fast,2737
954,1167.9450245700245,14.599312807125306,1,1,B,break,0,31,0.0,0.0,0.75,fast,2739
955,460.0477118322991,5.750596397903739,1,1,B,break,0,32,0.0,0.0,0.75,fast,2742
956,868.5407245982021,10.856759057477527,1,1,B,break,0,32,0.0,0.0,0.75,fast,2743
957,718.5465116279071,8.981831395348838,1,1,B,break,0,32,0.0,0.0,0.75,fast,2745
958,946.448275862069,11.830603448275863,1,1,B,break,0,32,0.0,0.0,0.75,fast,2746
959,802.0643492654667,10.025804365818335,1,1,B,break,0,32,0.0,0.0,0.75,fast,2748
960,770.3587933247753,9.629484916559692,1,1,B,break,0,32,0.0,0.0,0.75,fast,2750
961,833.1656804733728,10.41457100591716,1,1,B,break,0,32,0.0,0.0,0.75,fast,2752
962,985.6733018674329,12.320916273342911,1,1,B,break,0,32,0.0,0.0,0.75,fast,2754
963,976.3053207359524,12.203816509199404,1,1,B,break,0,32,0.0,0.0,0.75,fast,2756
964,950.0415944540728,11.87551993067591,1,1,B,break,0,32,0.0,0.0,0.75,fast,2758
965,1095.268436578171,13.690855457227139,1,1,B,break,0,32,0.0,0.0,0.75,fast,2760
966,1281.1136363636363,16.013920454545453,1,1,B,break,0,32,0.0,0.0,0.75,fast,2763
967,1261.77734375,15.772216796875,1,1,B,break,0,32,0.0,0.0,0.75,fast,2766
968,1354.7194112235513,16.93399264029439,1,1,B,break,0,32,0.0,0.0,0.75,fast,2769
969,1439.4969135802469,17.993711419753087,1,1,B,break,0,32,0.0,0.0,0.75,fast,2772
