;Unnamed: 0;ID;ORIGINZONE_3_ID;DEST_ZONE_3_ID;TRIP_PURPOSE_ID;p_transport_car_trips;p_transport_car_vehicles;path
36;175;14089266;110020200;110020101;4;104051;80660;"[(""ES220"", ""ES211]"
37;178;11458383;110020200;110020102;1;79004;61244;"[(""ES220"", ""ES212"")]"
38;183;19351034;110020200;110020101;3;19202;7743;"[(""ES220"", ""ES211]"
39;185;11458382;110020200;110020101;1;17836;13826;"[(""ES220"", ""ES211]"
40;186;16720152;110020200;110020103;2;17140;8443;"[(""ES220"",""ES212"", ""ES213"")]"
41;187;19351035;110020200;110020102;3;15247;6148;"[(""ES220"", ""ES212"")]"
42;190;19351036;110020200;110020103;3;7849;3165;"[(""ES220"",""ES212"", ""ES213"")]"
43;191;14089268;110020200;110020103;4;5319;4123;"[(""ES220"",""ES212"", ""ES213"")]"
44;192;11458384;110020200;110020103;1;4061;3148;"[(""ES220"",""ES212"", ""ES213"")]"
45;196;16720153;110020200;110020200;2;86742126;0;[('ES220', 'ES220')]
46;197;14089269;110020200;110020200;4;40585440;0;[('ES220', 'ES220')]
47;198;11458385;110020200;110020200;1;7681873;0;[('ES220', 'ES220')]
48;199;14086025;110020102;110020200;4;1653605;1281865;"[(""ES212"", ""ES220"")]"
49;200;16716909;110020102;110020200;2;1374572;677129;"[(""ES212"", ""ES220"")]"
50;201;19347793;110020102;110020200;3;620621;250250;"[(""ES212"", ""ES220"")]"
51;204;11455141;110020102;110020200;1;325070;251992;"[(""ES212"", ""ES220"")]"
52;205;14084403;110020101;110020200;4;237828;184362;"[(""ES211"", ""ES220"")]"
53;206;16715287;110020101;110020200;2;212824;104839;"[(""ES211"", ""ES220"")]"
54;207;14087647;110020103;110020200;4;130707;101323;"[(""ES213"",""ES212"", ""ES220"")]"
55;208;16718531;110020103;110020200;2;127819;62965;"[(""ES213"",""ES212"", ""ES220"")]"
56;210;19349415;110020103;110020200;3;39964;16115;"[(""ES213"",""ES212"", ""ES220"")]"
57;211;11453519;110020101;110020200;1;38920;30170;"[(""ES211"", ""ES220"")]"
58;212;19346171;110020101;110020200;3;37701;15202;"[(""ES211"", ""ES220"")]"
59;214;11456763;110020103;110020200;1;30120;23349;"[(""ES213"",""ES212"", ""ES220"")]"
60;227;14090891;110020300;110020200;4;462085;358205;
61;228;16721775;110020300;110020200;2;371516;183013;
62;229;14090888;110020300;110020101;4;176060;136481;"[(""ES230"",""ES211"")]"
63;230;16721772;110020300;110020101;2;138604;68278;"[(""ES230"",""ES211"")]"
64;232;11460007;110020300;110020200;1;116300;90155;
65;234;11460004;110020300;110020101;1;41962;32529;"[(""ES230"",""ES211"")]"
66;235;19352659;110020300;110020200;3;30668;12366;
67;239;14090890;110020300;110020103;4;11374;8817;"[(""ES230"",""ES211"", ""ES213"")]"
68;241;16721774;110020300;110020103;2;9673;4765;"[(""ES230"",""ES211"", ""ES213"")]"
69;242;19352656;110020300;110020101;3;8165;3292;"[(""ES230"",""ES211"")]"
70;243;11460006;110020300;110020103;1;4549;3526;"[(""ES230"",""ES211"", ""ES213"")]"
71;245;16721773;110020300;110020102;2;3235;1594;"[(""ES230"", ""ES220"", ""ES212"")]"
72;246;19352658;110020300;110020103;3;2892;1166;"[(""ES230"",""ES211"", ""ES213"")]"
73;247;19352657;110020300;110020102;3;2660;1073;"[(""ES230"", ""ES220"", ""ES212"")]"
74;248;11460005;110020300;110020102;1;2162;1676;"[(""ES230"", ""ES220"", ""ES212"")]"
75;250;14090889;110020300;110020102;4;622;482;"[(""ES230"", ""ES220"", ""ES212"")]"
76;252;16721776;110020300;110020300;2;37521273;0;[('ES230', 'ES230')]
77;253;14090892;110020300;110020300;4;17580796;0;[('ES230', 'ES230')]
78;254;11460008;110020300;110020300;1;3327633;0;[('ES230', 'ES230')]
79;255;14087648;110020103;110020300;4;242558;188029;"[(""ES213"",""ES211"", ""ES230"")]"
80;256;16720154;110020200;110020300;2;175605;86505;
81;257;14084404;110020101;110020300;4;160207;124192;"[(""ES211"", ""ES230"")]"
82;258;16715288;110020101;110020300;2;152117;74934;"[(""ES211"", ""ES230"")]"
83;259;16718532;110020103;110020300;2;132167;65107;"[(""ES213"",""ES211"", ""ES230"")]"
84;260;14089270;110020200;110020300;4;98426;76299;
85;261;16716910;110020102;110020300;2;46652;22981;"[(""ES212"", ""ES220"", ""ES230"")]"
86;262;19351038;110020200;110020300;3;45809;18471;
87;264;19349416;110020103;110020300;3;29907;12059;"[(""ES213"",""ES211"", ""ES230"")]"
88;265;11456764;110020103;110020300;1;25429;19712;"[(""ES213"",""ES211"", ""ES230"")]"
89;267;19346172;110020101;110020300;3;23941;9654;"[(""ES211"", ""ES230"")]"
90;268;19347794;110020102;110020300;3;22503;9074;"[(""ES212"", ""ES220"", ""ES230"")]"
91;269;11453520;110020101;110020300;1;22388;17355;"[(""ES211"", ""ES230"")]"
92;273;14086026;110020102;110020300;4;15380;11923;"[(""ES212"", ""ES220"", ""ES230"")]"
93;274;11458386;110020200;110020300;1;11924;9244;
94;275;11455142;110020102;110020300;1;10481;8125;"[(""ES212"", ""ES220"", ""ES230"")]"
95;283;16731504;110040102;110020101;2;243964;120179;
96;284;14100620;110040102;110020101;4;180657;140044;
97;286;16731508;110040102;110020300;2;40957;20176;
98;287;11469736;110040102;110020101;1;35400;27441;
99;289;16731507;110040102;110020200;2;24235;11938;
100;290;14100624;110040102;110020300;4;20549;15930;
101;291;19362392;110040102;110020300;3;19546;7882;
102;292;19362391;110040102;110020200;3;19293;7779;
103;293;16731506;110040102;110020103;2;16072;7917;
104;295;14100623;110040102;110020200;4;8422;6529;
105;296;19362388;110040102;110020101;3;8205;3308;
106;297;14100622;110040102;110020103;4;5886;4563;
107;298;19362390;110040102;110020103;3;3712;1497;
108;299;19362389;110040102;110020102;3;2798;1128;
109;300;16731505;110040102;110020102;2;2636;1298;
110;302;11469739;110040102;110020200;1;1986;1539;
111;303;11469740;110040102;110020300;1;1965;1524;
112;304;11469738;110040102;110020103;1;1361;1055;
113;305;11469737;110040102;110020102;1;776;601;
114;306;14100621;110040102;110020102;4;575;445;
115;308;16731514;110040102;110040102;2;47165441;0;[('ES412', 'ES412')]
116;309;14100630;110040102;110040102;4;22479371;0;[('ES412', 'ES412')]
117;310;11469746;110040102;110040102;1;4254818;0;[('ES412', 'ES412')]
118;311;14087654;110020103;110040102;4;1029469;798038;
119;312;14084410;110020101;110040102;4;435705;337756;
120;313;16718538;110020103;110040102;2;381850;188104;
121;315;16715294;110020101;110040102;2;195875;96490;
122;317;14090898;110020300;110040102;4;137255;106399;
123;318;14086032;110020102;110040102;4;103249;80038;
124;319;16720160;110020200;110040102;2;85049;41896;
125;320;16721782;110020300;110040102;2;83952;41356;
126;321;11456770;110020103;110040102;1;83900;65039;
127;322;16716916;110020102;110040102;2;71189;35068;
128;324;19349422;110020103;110040102;3;54919;22145;
129;325;11453526;110020101;110040102;1;51712;40087;
130;326;14089276;110020200;110040102;4;51039;39565;
131;327;19351044;110020200;110040102;3;43903;17703;
132;329;19346178;110020101;110040102;3;34982;14106;
133;330;19347800;110020102;110040102;3;34251;13811;
134;331;19352666;110020300;110040102;3;30197;12176;
135;332;11455148;110020102;110040102;1;26174;20290;
136;333;11460014;110020300;110040102;1;22545;17477;
137;334;11458392;110020200;110040102;1;9720;7535;
138;339;16713664;110010300;110020103;2;863093;425169;"[(""ES130"", ""ES213"")]"
139;340;14082780;110010300;110020103;4;852344;660732;"[(""ES130"", ""ES213"")]"
140;341;14082788;110010300;110040102;4;334750;259496;
141;342;11451896;110010300;110020103;1;261822;202963;"[(""ES130"", ""ES213"")]"
142;343;16713672;110010300;110040102;2;153455;75594;
143;344;14082778;110010300;110020101;4;76229;59092;"[(""ES130"", ""ES213"",""ES211"")]"
144;345;19344556;110010300;110040102;3;54957;22160;
145;346;11451904;110010300;110040102;1;40617;31486;
146;347;16713662;110010300;110020101;2;36770;18113;"[(""ES130"", ""ES213"",""ES211"")]"
147;348;16713666;110010300;110020300;2;24214;11928;
148;349;16713665;110010300;110020200;2;24081;11862;
149;350;19344549;110010300;110020200;3;23422;9444;
150;351;19344550;110010300;110020300;3;17363;7001;
151;352;19344548;110010300;110020103;3;12125;4889;"[(""ES130"", ""ES213"")]"
152;353;19344546;110010300;110020101;3;11337;4571;"[(""ES130"", ""ES213"",""ES211"")]"
153;354;11451894;110010300;110020101;1;10985;8516;"[(""ES130"", ""ES213"",""ES211"")]"
154;355;14082782;110010300;110020300;4;9644;7476;
155;356;16713663;110010300;110020102;2;9619;4739;"[(""ES130"", ""ES213"", ""ES212"")]"
156;357;11451897;110010300;110020200;1;8556;6633;
157;358;11451898;110010300;110020300;1;7035;5453;
158;359;19344547;110010300;110020102;3;6820;2750;"[(""ES130"", ""ES213"", ""ES212"")]"
159;360;11451895;110010300;110020102;1;5510;4271;"[(""ES130"", ""ES213"", ""ES212"")]"
160;361;14082779;110010300;110020102;4;4707;3649;"[(""ES130"", ""ES213"", ""ES212"")]"
161;364;16713661;110010300;110010300;2;68978328;0;[('ES130', 'ES130')]
162;365;14082777;110010300;110010300;4;31408590;0;[('ES130', 'ES130')]
163;366;11451893;110010300;110010300;1;5944910;0;[('ES130', 'ES130')]
164;367;14087643;110020103;110010300;4;1306539;1012821;"[(""ES213"",""ES130"")]"
165;368;16718527;110020103;110010300;2;1271743;626474;"[(""ES213"",""ES130"")]"
166;369;11456759;110020103;110010300;1;191237;148245;"[(""ES213"",""ES130"")]"
167;370;19349411;110020103;110010300;3;152684;61566;"[(""ES213"",""ES130"")]"
168;371;19347789;110020102;110010300;3;72043;29050;"[(""ES212"", ""ES213"", ""ES130"")]"
169;372;16716905;110020102;110010300;2;63707;31383;"[(""ES212"", ""ES213"", ""ES130"")]"
170;373;16715283;110020101;110010300;2;55752;27464;"[(""ES211"", ""ES213"",""ES130"")]"
171;374;19362387;110040102;110010300;3;45088;18181;
172;375;19351033;110020200;110010300;3;43858;17685;
173;376;19346167;110020101;110010300;3;40905;16494;"[(""ES211"", ""ES213"",""ES130"")]"
174;377;14084399;110020101;110010300;4;40078;31068;"[(""ES211"", ""ES213"",""ES130"")]"
175;378;16731503;110040102;110010300;2;33850;16675;
176;379;19352655;110020300;110010300;3;21916;8837;
177;380;14086021;110020102;110010300;4;20724;16065;"[(""ES212"", ""ES213"", ""ES130"")]"
178;381;16720149;110020200;110010300;2;18825;9274;
179;382;11453515;110020101;110010300;1;15304;11863;"[(""ES211"", ""ES213"",""ES130"")]"
180;383;11455137;110020102;110010300;1;15132;11730;"[(""ES212"", ""ES213"", ""ES130"")]"
181;384;16721771;110020300;110010300;2;11015;5426;
182;385;14100619;110040102;110010300;4;8779;6805;
183;386;11460003;110020300;110010300;1;4092;3172;
184;387;11458381;110020200;110010300;1;2804;2173;
185;388;11469735;110040102;110010300;1;2241;1737;
186;389;14090887;110020300;110010300;4;1710;1326;
